,Customer Type,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
62328,1,0,26,2421,2,4,2,0,10.0
62329,1,0,46,2146,4,4,2,35,28.0
62331,1,0,16,489,1,4,1,0,0.0
62332,1,0,46,223,2,1,2,0,0.0
62333,0,1,21,351,5,4,5,0,0.0
62334,1,1,45,300,5,2,5,12,5.0
62335,1,1,39,1896,4,4,5,14,3.0
62336,1,1,38,842,1,3,3,176,189.0
62337,1,0,41,1299,2,2,2,0,0.0
62338,1,0,14,214,3,5,3,0,0.0
62339,0,0,30,1310,1,5,1,65,49.0
62340,0,0,35,1134,3,3,3,0,0.0
62341,1,0,54,999,3,4,3,0,0.0
62342,1,0,19,550,3,4,3,14,9.0
62343,1,0,67,248,2,4,2,0,0.0
62344,0,0,38,446,3,3,3,16,17.0
62345,0,0,24,554,1,3,1,0,7.0
62346,1,0,47,191,3,3,3,10,9.0
62347,1,1,26,2139,5,4,5,1,0.0
62348,1,0,40,200,4,4,4,0,49.0
62349,1,0,49,813,2,2,3,0,0.0
62350,1,1,31,1075,4,5,4,31,36.0
62351,1,1,39,337,5,4,5,0,0.0
62352,1,1,47,859,5,2,5,25,23.0
62353,1,0,18,241,5,5,5,0,0.0
62354,1,0,41,500,1,4,1,11,8.0
62355,1,1,20,651,1,5,1,20,6.0
62356,1,1,52,1595,5,5,5,0,0.0
62357,1,1,56,674,4,4,2,16,11.0
62358,1,0,19,852,5,4,5,16,6.0
62359,1,0,15,200,5,4,5,0,0.0
62360,1,1,47,2418,4,4,3,12,4.0
62361,1,1,46,536,4,4,2,0,0.0
62362,1,1,55,3437,4,4,5,5,41.0
62363,1,0,37,305,4,3,4,12,11.0
62365,0,0,28,986,2,3,2,21,26.0
62366,1,0,59,438,5,5,4,0,0.0
62367,1,0,64,1582,3,3,2,21,1.0
62368,1,1,48,692,2,2,4,60,55.0
62369,1,1,49,89,3,3,5,21,15.0
62370,1,0,51,3635,1,1,3,0,0.0
62371,1,0,63,524,4,2,4,0,0.0
62372,1,1,56,1507,2,3,3,10,12.0
62373,1,1,60,2131,5,5,1,0,0.0
62374,1,0,11,199,4,5,4,14,14.0
62375,0,0,27,447,4,3,4,7,5.0
62376,0,0,36,993,1,4,1,0,0.0
62377,1,0,50,152,2,1,1,0,15.0
62378,1,1,34,373,4,4,5,0,5.0
62379,1,1,28,3612,4,4,4,0,0.0
62380,0,0,25,1262,3,3,3,20,1.0
62381,1,0,27,2475,2,3,2,4,0.0
62382,1,0,41,602,4,4,2,0,0.0
62383,1,1,58,2402,5,4,3,3,0.0
62384,1,1,25,521,4,5,4,0,0.0
62385,1,1,54,2887,3,5,5,1,0.0
62386,1,1,35,1475,5,5,3,0,0.0
62387,0,0,10,980,5,4,5,43,21.0
62388,1,0,57,3041,2,2,2,3,9.0
62389,0,0,22,306,1,1,1,0,0.0
62390,1,0,49,328,3,4,1,1,0.0
62391,1,1,35,1123,3,1,3,194,188.0
62392,0,0,30,631,5,4,5,15,0.0
62393,1,1,35,1399,4,3,4,0,0.0
62394,0,0,35,2565,3,5,5,5,0.0
62395,1,1,54,3460,4,4,5,0,0.0
62396,0,0,27,1235,4,1,4,0,0.0
62397,1,1,41,696,4,4,3,3,0.0
62398,1,0,50,581,5,5,4,8,2.0
62399,1,1,46,2239,4,4,4,0,0.0
62400,1,1,24,309,2,4,2,0,0.0
62401,1,0,44,781,3,3,3,0,0.0
62402,1,0,32,867,3,2,3,0,0.0
62403,1,1,54,1894,5,5,5,5,0.0
62404,1,1,45,147,4,2,4,0,0.0
62405,1,1,41,253,2,4,1,0,0.0
62406,1,0,68,2065,1,1,3,5,0.0
62407,1,0,22,222,3,2,3,0,13.0
62408,1,0,36,507,4,4,4,0,0.0
62409,1,0,54,641,5,5,5,0,0.0
62410,0,1,26,145,4,2,4,0,0.0
62411,1,1,47,371,4,4,2,0,0.0
62412,1,1,40,2586,4,4,4,0,0.0
62413,0,0,24,985,5,4,5,0,0.0
62414,1,1,43,3965,5,5,5,0,0.0
62415,0,0,26,484,3,4,3,1,0.0
62416,1,0,36,3382,1,1,2,0,0.0
62417,1,0,67,762,4,4,3,0,0.0
62418,1,1,60,2869,4,4,3,0,0.0
62419,1,0,37,718,3,4,3,21,20.0
62420,1,0,57,528,5,3,4,0,0.0
62421,1,0,54,834,2,2,2,0,3.0
62422,1,1,68,605,4,4,1,0,0.0
62423,1,1,12,399,2,4,2,0,0.0
62424,0,1,21,641,3,2,3,0,0.0
62425,1,0,53,296,4,4,4,46,33.0
62426,1,0,35,399,4,5,4,0,14.0
62427,1,0,62,991,1,1,3,0,0.0
62428,0,0,27,748,1,3,1,0,0.0
62429,1,1,48,3945,5,5,5,0,18.0
62430,1,1,48,1708,2,2,3,19,22.0
62431,0,0,9,644,1,3,1,1,10.0
62433,1,1,33,2954,5,5,3,0,0.0
62434,0,0,37,283,1,4,1,61,50.0
62435,1,1,38,1362,4,5,4,1,0.0
62436,0,0,38,519,1,3,1,0,0.0
62437,1,0,27,563,3,3,3,0,0.0
62438,1,0,19,1379,2,3,2,0,0.0
62439,1,1,46,1488,5,5,3,0,10.0
62440,0,0,24,601,2,4,2,43,36.0
62441,1,1,37,2883,3,3,4,0,0.0
62442,1,0,31,566,5,5,5,0,1.0
62443,1,0,34,761,4,4,4,0,0.0
62444,1,0,42,528,5,4,5,0,0.0
62445,1,0,16,1035,4,3,4,32,19.0
62446,1,1,57,1119,5,5,5,0,0.0
62447,0,0,37,646,2,4,2,0,0.0
62448,1,1,52,2922,5,5,3,0,0.0
62449,1,0,28,1616,4,5,4,0,0.0
62450,1,1,57,98,4,4,5,0,0.0
62451,1,1,36,1598,4,5,4,29,12.0
62452,1,0,21,1998,3,4,3,0,0.0
62453,1,1,54,1924,5,5,3,0,0.0
62454,0,0,17,925,4,4,4,14,20.0
62455,1,0,13,1379,1,3,1,0,0.0
62456,1,1,52,332,2,2,1,0,22.0
62457,1,1,40,255,2,2,3,0,0.0
62458,1,0,68,287,4,5,4,100,84.0
62459,1,1,44,495,3,3,1,0,0.0
62460,1,0,50,134,4,1,4,0,7.0
62461,1,0,49,423,4,2,3,49,33.0
62462,0,0,35,1916,1,3,1,1,0.0
62463,1,1,53,2125,4,4,5,0,0.0
62464,1,0,39,1120,5,4,5,9,5.0
62465,1,0,38,1598,2,3,2,148,139.0
62466,1,0,42,345,1,5,1,0,0.0
62467,0,0,23,762,2,5,2,0,0.0
62468,0,0,38,347,5,3,5,69,52.0
62469,1,0,59,581,1,4,1,0,2.0
62470,1,1,40,1803,5,5,3,0,0.0
62471,1,0,28,1616,2,3,2,2,3.0
62472,1,1,41,1754,5,5,4,13,0.0
62473,1,0,37,109,3,5,3,89,91.0
62474,1,0,24,787,5,4,5,18,2.0
62475,1,0,41,1912,4,4,3,74,65.0
62476,1,1,68,1587,4,4,4,0,0.0
62477,1,1,57,391,4,4,2,4,3.0
62478,1,0,9,495,4,5,4,0,0.0
62479,1,0,67,936,3,3,4,0,0.0
62480,1,0,26,602,5,4,5,0,0.0
62481,1,0,10,738,4,5,4,0,0.0
62482,1,1,53,262,5,3,5,0,0.0
62483,1,0,30,696,2,5,2,0,0.0
62484,1,1,70,2247,5,5,5,0,0.0
62485,1,1,60,1938,4,4,4,0,0.0
62486,1,0,48,140,2,2,2,0,0.0
62487,1,1,42,1166,4,4,3,29,4.0
62488,1,0,69,646,5,2,5,0,0.0
62489,1,1,55,1235,4,4,4,0,0.0
62490,1,0,9,678,3,4,3,84,68.0
62491,1,0,30,386,4,3,4,10,0.0
62492,1,0,69,3662,3,3,3,0,0.0
62493,1,0,26,587,1,3,1,29,32.0
62494,1,0,36,1951,2,2,3,0,0.0
62495,0,0,35,250,4,4,4,3,0.0
62496,1,1,39,1379,3,4,3,0,0.0
62497,1,0,30,2173,4,2,4,0,0.0
62498,1,1,50,802,4,4,3,0,0.0
62499,1,1,33,1674,5,5,5,0,12.0
62500,1,1,37,373,4,3,4,8,0.0
62501,1,0,8,134,3,2,3,0,0.0
62502,1,0,51,2064,2,2,1,12,2.0
62503,1,0,32,347,1,4,1,53,50.0
62505,1,0,58,73,3,5,3,0,0.0
62506,1,1,51,693,5,5,2,0,57.0
62507,1,0,7,486,2,3,2,0,0.0
62508,1,0,46,2496,3,5,1,0,0.0
62509,1,1,51,235,5,5,4,0,0.0
62510,1,0,14,1096,5,4,5,0,0.0
62511,1,0,47,300,1,1,2,0,0.0
62512,1,0,45,2457,2,4,3,25,24.0
62513,1,1,60,230,5,5,1,0,0.0
62514,1,0,30,347,3,5,3,72,80.0
62515,1,1,26,1744,5,3,5,0,0.0
62516,1,0,49,3141,3,3,1,0,0.0
62517,0,0,28,331,5,3,5,0,0.0
62518,1,1,38,770,4,2,4,0,30.0
62519,0,1,23,89,4,5,4,0,0.0
62520,1,0,22,564,2,5,2,0,0.0
62521,0,1,20,1235,4,4,4,5,0.0
62522,1,1,43,1916,4,4,3,5,0.0
62523,1,1,31,1802,4,5,4,4,0.0
62524,1,1,35,444,2,4,2,2,3.0
62525,1,1,37,471,4,4,3,2,0.0
62526,0,0,39,102,5,2,5,0,0.0
62527,1,1,44,641,4,4,5,0,14.0
62528,0,0,46,1072,2,5,2,0,0.0
62529,1,0,31,280,4,5,4,0,0.0
62530,1,0,22,773,2,5,2,13,69.0
62531,1,0,41,152,5,4,5,0,9.0
62532,1,0,62,127,3,3,2,16,13.0
62533,1,1,36,1818,5,5,5,0,4.0
62534,0,1,21,472,3,4,3,79,75.0
62535,1,0,47,861,4,2,1,0,3.0
62536,1,1,43,1182,4,4,4,17,0.0
62537,0,1,23,402,3,2,3,0,0.0
62538,1,1,45,1521,5,5,5,0,0.0
62539,1,0,71,836,1,2,1,0,0.0
62540,1,0,25,1050,2,5,2,15,17.0
62541,0,0,20,414,2,4,2,11,8.0
62542,0,1,22,338,1,4,1,46,36.0
62543,1,1,68,2131,5,3,3,0,0.0
62544,0,0,20,451,3,1,3,0,0.0
62545,1,0,41,762,1,5,1,0,12.0
62546,1,0,67,425,3,3,4,0,0.0
62547,1,0,31,204,1,3,1,0,7.0
62548,1,0,44,1630,3,3,1,0,0.0
62549,0,0,9,1400,2,3,2,0,4.0
62550,1,0,37,846,3,4,3,0,0.0
62551,1,0,36,2475,2,2,4,0,0.0
62552,0,0,30,1744,1,4,1,18,37.0
62553,1,1,37,3236,3,3,4,0,0.0
62554,1,1,56,980,5,5,5,15,4.0
62555,1,1,24,546,1,4,1,0,0.0
62556,1,1,34,3801,5,5,3,8,0.0
62557,1,0,31,860,1,4,1,0,0.0
62558,1,0,62,404,5,4,5,0,0.0
62559,1,0,17,1121,5,4,5,0,0.0
62560,1,0,42,634,3,3,3,0,0.0
62561,0,0,35,712,4,4,4,0,7.0
62562,1,0,8,1105,5,5,5,0,0.0
62563,1,1,60,386,4,4,3,0,0.0
62564,1,0,56,630,2,5,2,10,12.0
62565,1,0,60,631,5,5,5,3,1.0
62566,1,0,64,347,5,4,4,0,6.0
62567,1,0,14,425,2,3,2,11,0.0
62568,1,0,26,1011,4,3,4,0,1.0
62569,1,1,44,3481,4,4,5,0,0.0
62570,1,0,44,838,3,4,3,19,0.0
62571,1,1,54,1700,5,5,5,0,0.0
62572,1,1,39,2344,5,5,4,0,0.0
62573,0,0,36,989,3,4,3,206,201.0
62574,1,0,55,545,5,2,5,40,46.0
62575,1,0,18,414,3,4,3,0,0.0
62576,0,0,34,679,4,2,4,6,0.0
62577,1,0,23,641,4,3,4,0,6.0
62578,1,0,60,300,2,1,2,0,6.0
62579,1,1,43,1085,2,2,4,17,0.0
62580,1,1,51,3857,1,1,5,0,0.0
62581,1,1,34,1754,2,4,2,0,0.0
62582,1,1,28,589,5,4,5,2,0.0
62583,1,1,60,484,5,4,5,16,1.0
62584,1,0,54,447,3,4,4,42,43.0
62585,1,0,9,834,2,3,2,0,17.0
62586,1,0,68,227,5,4,5,0,0.0
62587,1,1,30,679,4,5,4,0,0.0
62588,1,0,45,1165,3,3,3,0,0.0
62589,1,0,14,209,2,3,2,0,0.0
62590,1,0,13,308,3,4,3,0,0.0
62591,1,0,56,417,1,1,4,29,35.0
62592,0,0,29,636,1,3,1,0,0.0
62593,1,0,36,73,1,3,1,0,11.0
62594,1,0,43,2972,4,2,3,12,25.0
62595,1,1,57,1898,4,4,5,0,0.0
62596,1,0,45,1562,2,2,3,19,1.0
62597,1,1,66,3205,3,3,5,0,0.0
62598,1,1,47,1863,3,3,3,0,0.0
62599,0,0,25,936,3,5,3,0,0.0
62600,1,0,39,2521,4,5,3,6,52.0
62601,1,1,39,451,5,5,1,0,0.0
62602,1,0,33,645,5,4,5,29,12.0
62603,1,1,33,1900,5,5,4,1,0.0
62604,1,1,40,1745,5,5,3,0,0.0
62605,0,0,26,228,4,1,4,0,8.0
62607,1,1,27,1717,4,4,4,0,0.0
62608,1,1,46,1121,5,1,5,0,0.0
62609,1,0,53,551,1,3,1,0,0.0
62610,0,0,57,101,2,4,2,0,0.0
62611,1,0,42,2565,1,2,1,8,0.0
62612,1,1,54,1999,4,4,4,11,0.0
62613,0,0,25,516,5,2,5,0,16.0
62614,1,1,45,2454,4,4,4,0,0.0
62615,1,1,45,3597,5,5,4,39,35.0
62616,1,1,43,2880,5,5,4,0,0.0
62617,1,0,22,2027,1,2,1,8,0.0
62618,1,1,44,2695,5,5,4,9,15.0
62619,1,1,47,2212,5,5,5,0,0.0
62620,1,0,18,617,4,3,4,0,0.0
62621,0,0,22,992,4,4,4,21,18.0
62622,1,0,44,351,3,3,5,0,0.0
62623,1,1,56,1064,4,4,1,57,46.0
62624,1,0,40,594,3,3,3,48,31.0
62625,1,1,46,1758,5,5,4,0,0.0
62626,1,1,46,3703,5,5,5,52,86.0
62627,1,0,25,2174,2,4,2,0,0.0
62628,1,1,58,667,4,4,5,0,0.0
62629,1,0,28,1723,4,5,4,20,25.0
62630,1,1,54,2689,4,4,5,0,0.0
62631,1,0,54,775,2,2,3,0,0.0
62632,0,0,56,67,1,3,1,0,0.0
62633,1,1,60,683,4,4,5,0,0.0
62634,1,1,51,2867,5,5,4,0,0.0
62635,1,1,33,1096,4,4,5,28,54.0
62636,1,0,51,2588,1,4,4,0,2.0
62637,1,0,52,147,1,4,1,0,0.0
62638,0,0,32,148,3,5,3,0,13.0
62639,1,1,58,3780,5,5,4,0,5.0
62640,1,0,68,259,4,4,2,0,0.0
62641,1,0,53,1822,1,2,3,0,0.0
62642,1,0,33,984,5,5,5,0,0.0
62643,1,0,8,373,4,3,4,102,94.0
62644,1,1,26,1372,5,5,5,55,76.0
62645,1,0,35,602,1,2,1,1,0.0
62646,1,0,8,931,5,4,5,0,0.0
62647,1,0,50,869,3,3,3,0,0.0
62648,1,1,47,507,4,4,3,0,1.0
62649,1,0,16,852,5,5,5,0,0.0
62650,1,0,59,163,1,5,1,0,0.0
62651,1,1,52,2531,4,4,3,0,0.0
62652,1,1,40,2496,5,4,4,0,0.0
62653,1,0,49,645,4,5,4,61,73.0
62654,0,1,24,859,2,5,2,0,0.0
62655,1,1,52,425,4,4,3,49,45.0
62656,1,1,39,1303,5,5,3,0,0.0
62657,1,1,55,2387,5,5,4,0,0.0
62658,1,0,44,680,3,5,3,17,14.0
62659,0,0,25,404,3,5,3,2,0.0
62660,1,1,37,227,4,1,4,0,0.0
62661,1,0,54,1020,3,3,3,0,0.0
62662,1,1,19,226,5,4,5,0,0.0
62663,0,1,18,1121,5,5,5,22,0.0
62664,1,0,41,725,2,4,2,128,112.0
62665,1,0,10,1139,5,5,5,0,15.0
62666,0,1,24,328,2,5,2,31,25.0
62667,0,0,13,1590,5,2,5,7,14.0
62668,1,1,51,1801,5,5,4,0,0.0
62669,1,0,26,293,2,4,2,2,0.0
62670,0,0,23,373,4,3,4,0,0.0
62671,1,0,26,417,2,3,2,7,8.0
62672,1,0,69,2191,3,3,3,0,4.0
62673,1,1,52,356,3,3,4,21,16.0
62674,1,1,42,767,5,5,5,0,0.0
62675,1,1,31,216,4,1,4,0,9.0
62676,1,0,55,936,2,2,2,0,0.0
62677,0,0,23,867,1,5,1,78,61.0
62678,1,0,12,372,2,3,2,7,0.0
62679,1,0,34,2541,2,4,2,0,0.0
62680,1,1,7,317,5,1,5,0,2.0
62681,1,1,60,305,5,5,3,1,0.0
62682,1,0,22,205,1,2,1,8,12.0
62683,1,0,18,489,3,3,3,0,6.0
62684,1,0,66,775,2,4,2,0,7.0
62685,1,1,59,670,4,4,5,13,16.0
62686,1,1,59,1325,5,5,4,0,0.0
62687,1,0,34,2611,1,4,2,2,10.0
62688,1,1,15,2075,4,4,4,4,33.0
62689,1,1,41,3847,5,5,3,5,0.0
62690,1,0,19,1067,5,4,5,11,9.0
62691,1,1,60,2247,4,4,2,190,200.0
62692,1,0,17,819,3,1,3,94,99.0
62693,1,0,7,562,5,3,5,12,9.0
62694,0,0,26,692,1,3,1,0,0.0
62695,1,1,53,429,5,5,3,6,19.0
62696,1,0,32,1904,2,3,2,0,0.0
62697,1,1,49,261,4,4,1,0,0.0
62698,1,0,30,879,2,3,2,0,0.0
62699,1,0,62,341,4,4,4,0,0.0
62700,1,0,49,861,5,5,5,8,0.0
62701,1,0,49,2909,3,3,3,0,2.0
62702,1,1,39,406,5,5,4,0,0.0
62703,1,1,14,878,3,2,3,5,0.0
62704,1,1,36,2279,3,3,3,0,0.0
62705,1,0,31,834,1,3,1,0,0.0
62706,1,1,43,406,5,4,5,2,0.0
62707,1,1,59,3147,4,5,1,10,6.0
62708,1,0,52,557,2,5,2,12,4.0
62709,1,1,45,2222,5,5,3,12,6.0
62710,1,0,62,2367,1,1,2,195,170.0
62711,1,1,41,1068,5,4,5,10,2.0
62712,1,1,50,3376,5,5,4,4,1.0
62713,1,1,52,432,5,3,5,1,0.0
62714,1,0,50,677,2,3,2,0,0.0
62715,1,1,40,1723,5,5,5,1,5.0
62716,1,0,51,189,3,3,2,0,9.0
62717,1,1,50,480,3,3,4,13,0.0
62719,1,0,39,616,3,1,3,1,1.0
62720,1,1,40,2586,5,4,5,7,0.0
62721,1,1,58,2049,4,4,4,0,0.0
62722,1,0,48,1183,1,4,1,0,0.0
62723,1,1,52,2088,5,5,4,0,0.0
62724,1,1,59,3497,2,2,4,0,0.0
62725,1,1,20,733,5,4,5,0,0.0
62726,1,1,42,3228,5,5,4,57,51.0
62727,1,0,37,271,4,4,3,222,220.0
62728,1,0,45,1346,1,1,2,0,0.0
62729,1,1,39,2006,4,4,3,2,2.0
62730,1,0,58,722,2,1,2,108,103.0
62731,1,1,42,421,3,3,4,0,0.0
62732,1,1,25,1119,4,4,4,0,0.0
62733,1,1,70,644,5,4,5,4,0.0
62734,1,1,52,1158,5,5,4,0,0.0
62735,1,0,7,632,4,4,4,0,23.0
62736,1,1,22,337,5,4,5,0,0.0
62737,1,0,25,612,5,5,5,4,0.0
62738,1,0,46,965,3,3,4,12,2.0
62739,1,1,45,1947,4,4,4,0,0.0
62740,1,1,37,2532,3,3,4,0,0.0
62741,0,1,25,1379,4,4,4,0,0.0
62742,1,0,44,1511,4,1,3,0,0.0
62743,1,1,39,759,4,1,4,0,11.0
62744,1,1,56,1599,4,5,5,0,0.0
62745,1,0,45,1062,1,5,1,0,0.0
62746,1,1,44,1149,4,4,3,0,0.0
62747,1,0,13,854,4,3,4,0,0.0
62748,1,1,53,695,4,4,5,0,14.0
62750,1,1,52,315,4,4,5,0,0.0
62751,1,0,47,200,3,4,3,0,0.0
62752,1,0,31,547,1,2,1,0,0.0
62753,1,0,27,607,3,5,3,0,0.0
62754,1,0,35,2525,2,4,4,0,0.0
62755,1,0,22,1739,5,4,5,0,0.0
62756,0,1,28,395,4,5,4,0,0.0
62757,1,1,52,2944,4,4,3,0,0.0
62758,1,1,34,1799,5,5,4,0,0.0
62759,1,1,44,3129,2,2,3,1,36.0
62760,1,1,36,373,4,2,4,0,0.0
62761,1,1,48,936,5,5,5,0,0.0
62762,1,0,16,255,2,4,2,0,0.0
62763,1,1,40,255,3,4,3,0,5.0
62764,1,0,24,2556,4,3,2,1,8.0
62765,1,1,24,3516,2,4,2,0,6.0
62766,1,0,16,1096,5,4,5,0,0.0
62767,0,1,30,912,5,5,5,0,0.0
62768,1,0,44,1014,5,5,2,117,119.0
62769,1,1,10,86,5,1,5,0,2.0
62770,1,1,58,1562,2,2,4,0,0.0
62771,1,0,36,1009,1,3,1,60,55.0
62772,1,1,41,3233,5,5,5,12,5.0
62773,1,0,14,143,3,4,3,23,26.0
62774,1,1,50,1809,3,3,4,5,0.0
62775,0,0,26,368,1,3,1,0,0.0
62776,1,1,42,675,4,4,3,74,62.0
62777,0,0,51,594,2,3,2,0,0.0
62778,1,0,16,265,4,3,4,0,0.0
62779,1,0,32,1867,1,3,1,40,34.0
62780,1,0,63,1674,4,4,3,0,8.0
62781,1,1,41,2704,4,4,3,29,9.0
62782,1,1,32,2407,4,5,4,0,0.0
62783,1,1,58,3955,3,5,5,205,206.0
62784,1,0,21,337,3,5,3,0,0.0
62785,1,0,65,2496,3,3,2,0,0.0
62786,1,1,19,581,4,4,4,0,0.0
62787,0,0,38,414,1,5,1,0,4.0
62788,1,0,53,372,3,4,3,42,38.0
62789,1,1,59,821,5,5,3,0,0.0
62790,1,0,35,192,4,4,4,0,4.0
62791,1,0,37,122,3,2,3,0,0.0
62792,0,0,38,163,1,2,1,0,0.0
62793,1,0,55,1721,4,3,1,204,196.0
62794,1,1,41,3206,5,5,5,0,0.0
62795,1,0,49,1670,3,5,3,0,0.0
62796,1,0,18,326,2,3,4,306,306.0
62797,1,0,51,862,3,3,4,25,10.0
62798,1,1,54,424,5,1,5,0,0.0
62799,0,0,27,541,3,1,3,9,10.0
62800,1,0,12,151,3,5,3,0,0.0
62801,1,1,48,1986,4,4,4,0,0.0
62802,1,0,45,589,1,1,2,0,0.0
62803,1,1,53,936,5,5,3,4,3.0
62804,0,0,42,1464,5,4,5,0,0.0
62805,1,0,67,1188,5,5,5,14,6.0
62806,1,0,36,429,4,1,4,0,0.0
62807,0,0,25,583,2,4,2,0,0.0
62808,1,1,23,3905,5,3,5,7,0.0
62809,1,1,41,2729,4,4,5,22,9.0
62810,0,0,26,692,4,5,4,11,20.0
62811,0,0,16,86,5,3,5,83,73.0
62812,1,0,43,1384,1,1,4,38,79.0
62813,1,0,26,368,1,1,1,0,0.0
62814,1,1,40,337,4,4,3,12,0.0
62815,1,0,49,237,2,2,2,3,8.0
62816,1,1,60,361,5,5,5,7,5.0
62817,1,1,41,205,3,1,3,5,0.0
62818,1,1,53,674,4,4,2,0,0.0
62819,1,1,39,992,4,4,5,0,0.0
62820,1,1,57,2865,5,5,5,25,16.0
62821,1,1,29,2561,4,4,4,50,45.0
62822,0,0,42,2329,2,3,2,0,0.0
62823,1,0,7,1440,5,4,5,2,12.0
62824,1,1,48,2422,4,4,3,5,11.0
62825,1,0,64,581,5,4,5,71,60.0
62826,1,1,47,2583,4,5,4,0,0.0
62827,0,0,39,209,3,2,3,0,0.0
62828,1,1,52,73,2,3,2,0,0.0
62829,1,0,68,585,5,4,5,10,18.0
62830,0,0,25,125,3,3,3,45,61.0
62831,1,1,48,597,5,5,4,0,0.0
62832,1,0,24,512,1,4,1,12,3.0
62833,1,1,62,3673,4,4,3,0,0.0
62834,1,1,33,1173,4,2,4,0,0.0
62835,1,1,56,2444,4,4,5,165,133.0
62836,1,0,43,1192,2,4,2,0,0.0
62837,1,0,17,1698,1,3,1,8,6.0
62838,1,0,14,399,5,5,5,0,0.0
62839,1,0,52,1056,3,3,2,76,92.0
62840,1,1,55,936,5,5,3,0,3.0
62841,1,1,46,1616,5,5,4,7,0.0
62842,1,0,32,528,2,2,2,74,65.0
62843,1,0,12,201,3,4,3,23,14.0
62844,0,0,27,261,3,2,3,0,0.0
62845,0,0,13,861,1,4,1,378,424.0
62846,1,0,37,468,1,1,1,0,0.0
62847,1,0,41,125,2,3,2,30,27.0
62848,1,0,50,991,1,4,1,0,0.0
62849,0,0,48,239,3,5,3,0,0.0
62850,0,0,36,399,4,3,4,0,0.0
62851,1,1,50,235,4,4,3,27,40.0
62852,0,0,30,224,4,3,4,2,0.0
62853,1,1,60,592,3,3,4,0,0.0
62854,1,0,54,2818,3,3,4,0,13.0
62855,1,0,21,694,2,5,2,88,78.0
62856,1,0,16,2486,5,4,5,36,16.0
62857,1,0,53,438,3,2,3,0,0.0
62858,0,0,33,666,2,4,2,0,1.0
62859,1,0,25,2295,5,3,5,16,0.0
62860,1,0,55,808,4,4,3,0,0.0
62861,1,0,40,836,3,4,3,1,0.0
62862,1,1,64,3544,5,5,2,0,0.0
62863,1,0,39,1524,1,3,1,29,48.0
62864,1,1,51,2001,3,3,3,2,12.0
62865,1,1,46,896,5,5,5,7,14.0
62866,1,1,52,368,4,4,3,0,2.0
62867,0,0,26,751,3,1,3,0,0.0
62868,1,1,48,1998,5,5,4,0,0.0
62869,1,1,48,3407,3,4,3,0,0.0
62870,0,0,38,101,2,5,2,0,4.0
62871,0,0,17,130,3,3,3,5,0.0
62872,0,1,40,584,4,1,4,0,0.0
62873,1,0,36,216,4,1,4,0,0.0
62874,1,0,57,1047,4,4,5,11,0.0
62875,1,0,65,1139,1,1,5,7,0.0
62876,1,1,40,319,5,5,5,0,0.0
62877,0,0,34,2556,2,5,2,15,0.0
62878,1,1,31,1571,5,4,5,119,96.0
62879,1,0,52,1416,1,1,3,70,65.0
62880,1,1,39,806,5,5,5,93,77.0
62881,1,0,20,258,5,3,5,5,4.0
62882,1,0,10,550,1,3,1,12,10.0
62883,1,0,39,1171,4,3,4,16,14.0
62884,1,0,55,419,5,3,5,0,0.0
62885,1,0,30,2696,3,4,3,0,6.0
62886,1,0,61,1095,2,2,4,0,0.0
62887,1,1,39,3045,5,5,4,0,0.0
62888,1,1,31,2413,3,4,3,0,0.0
62889,0,0,39,349,3,3,3,0,0.0
62890,1,0,35,601,5,3,5,17,3.0
62891,0,0,26,1310,1,3,1,0,34.0
62892,1,1,19,1197,3,3,3,0,7.0
62893,1,0,53,1096,2,2,3,1,0.0
62894,0,1,40,306,4,5,4,0,0.0
62895,1,0,59,1379,3,3,1,1,0.0
62896,0,0,62,446,2,5,2,61,55.0
62897,1,0,68,748,2,4,2,0,0.0
62898,0,0,25,868,4,2,4,2,8.0
62899,1,0,15,813,4,4,4,1,0.0
62900,1,0,25,1846,2,4,2,0,27.0
62901,0,0,35,309,5,5,5,8,4.0
62902,1,0,24,370,5,4,5,31,26.0
62903,1,0,8,1635,1,5,1,2,11.0
62904,1,0,27,423,4,4,4,5,40.0
62905,1,1,55,1589,5,5,5,5,0.0
62906,1,1,56,1841,4,4,3,0,0.0
62907,1,0,19,337,2,1,2,5,0.0
62908,0,0,26,532,3,3,3,0,0.0
62909,1,0,67,563,1,4,1,2,4.0
62910,1,1,49,297,5,5,5,0,0.0
62911,1,1,30,2473,4,4,4,0,0.0
62912,1,1,47,395,5,5,5,0,0.0
62913,1,1,51,2002,5,5,1,0,0.0
62914,1,1,40,3452,5,5,4,0,0.0
62915,0,0,48,300,4,3,4,15,0.0
62916,1,1,41,3009,5,5,3,5,6.0
62917,1,0,17,302,2,3,2,21,4.0
62918,0,0,55,346,5,4,5,0,0.0
62919,1,0,18,692,4,4,4,0,0.0
62920,1,0,56,125,1,4,2,0,0.0
62921,0,0,50,975,1,4,1,0,3.0
62922,1,1,39,3107,2,2,5,0,0.0
62923,1,0,31,247,1,5,1,0,0.0
62924,1,1,69,109,4,1,4,11,4.0
62925,1,1,46,2370,5,5,3,0,4.0
62926,1,0,31,315,3,4,3,6,6.0
62927,1,0,57,2521,3,3,4,160,165.0
62928,0,0,9,1005,2,4,2,0,0.0
